Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 3/3 [00:00<00:00, 55.52it/s]
{"stage": "qwen_agent_a", "completed": 479, "tokens": 206, "seconds": 9.552877221000017}
{"stage": "qwen_agent_a", "completed": 480, "tokens": 169, "seconds": 7.829095215000052}
{"stage": "qwen_agent_a", "completed": 481, "tokens": 166, "seconds": 7.6722743049999735}
{"stage": "qwen_agent_a", "completed": 482, "tokens": 166, "seconds": 7.654077205000021}
{"stage": "qwen_agent_a", "completed": 483, "tokens": 208, "seconds": 9.568097879999982}
{"stage": "qwen_agent_a", "completed": 484, "tokens": 171, "seconds": 7.844065959999966}
{"stage": "qwen_agent_a", "completed": 485, "tokens": 170, "seconds": 7.789527662999944}
{"stage": "qwen_agent_a", "completed": 486, "tokens": 234, "seconds": 10.754502322000008}
{"stage": "qwen_agent_a", "completed": 487, "tokens": 170, "seconds": 7.821142572999975}
{"stage": "qwen_agent_a", "completed": 488, "tokens": 167, "seconds": 7.698870504999945}
{"stage": "qwen_agent_a", "completed": 489, "tokens": 168, "seconds": 7.7041109340000276}
{"stage": "qwen_agent_a", "completed": 490, "tokens": 231, "seconds": 10.616718136000031}
{"stage": "qwen_agent_a", "completed": 491, "tokens": 206, "seconds": 9.454766058000018}
{"stage": "qwen_agent_a", "completed": 492, "tokens": 201, "seconds": 9.355573309999954}
{"stage": "qwen_agent_a", "completed": 493, "tokens": 199, "seconds": 9.109900012000026}
{"stage": "qwen_agent_a", "completed": 494, "tokens": 209, "seconds": 9.596360696000033}
{"stage": "qwen_agent_a", "completed": 495, "tokens": 168, "seconds": 7.697295198000006}
{"stage": "qwen_agent_a", "completed": 496, "tokens": 167, "seconds": 7.687795971000014}
{"stage": "qwen_agent_a", "completed": 497, "tokens": 167, "seconds": 7.702361622000012}
{"stage": "qwen_agent_a", "completed": 498, "tokens": 166, "seconds": 7.643729687000018}
{"stage": "qwen_agent_a", "completed": 499, "tokens": 210, "seconds": 9.666414367000016}
{"stage": "qwen_agent_a", "completed": 500, "tokens": 167, "seconds": 7.685588062999955}
{"stage": "qwen_agent_a", "completed": 501, "tokens": 209, "seconds": 9.640892044999987}
{"stage": "qwen_agent_a", "completed": 502, "tokens": 167, "seconds": 7.693474060999961}
{"stage": "qwen_agent_a", "completed": 503, "tokens": 167, "seconds": 7.6991133289999425}
{"stage": "qwen_agent_a", "completed": 504, "tokens": 211, "seconds": 9.709191331000056}
{"stage": "qwen_agent_a", "completed": 505, "tokens": 209, "seconds": 9.636179836999986}
{"stage": "qwen_agent_a", "completed": 506, "tokens": 169, "seconds": 7.783566418999953}
{"stage": "qwen_agent_a", "completed": 507, "tokens": 344, "seconds": 15.663402496000003}
{"stage": "qwen_agent_a", "completed": 508, "tokens": 206, "seconds": 9.37513958799991}
{"stage": "qwen_agent_a", "completed": 509, "tokens": 236, "seconds": 10.807922079000036}
{"stage": "qwen_agent_a", "completed": 510, "tokens": 239, "seconds": 10.847454776000177}
{"stage": "qwen_agent_a", "completed": 511, "tokens": 167, "seconds": 7.585088495000036}
{"stage": "qwen_agent_a", "completed": 512, "tokens": 168, "seconds": 7.717383990999906}
{"stage": "qwen_agent_a", "completed": 513, "tokens": 201, "seconds": 9.246786079000003}
{"stage": "qwen_agent_a", "completed": 514, "tokens": 206, "seconds": 9.466714103999948}
{"stage": "qwen_agent_a", "completed": 515, "tokens": 168, "seconds": 7.717189365999957}
{"stage": "qwen_agent_a", "completed": 516, "tokens": 208, "seconds": 9.598629499000026}
{"stage": "qwen_agent_a", "completed": 517, "tokens": 197, "seconds": 9.12446729699991}
{"stage": "qwen_agent_a", "completed": 518, "tokens": 206, "seconds": 9.519274302999975}
{"stage": "qwen_agent_a", "completed": 519, "tokens": 170, "seconds": 7.886853387999963}
{"stage": "qwen_agent_a", "completed": 520, "tokens": 167, "seconds": 7.737985820999938}
{"stage": "qwen_agent_a", "completed": 521, "tokens": 235, "seconds": 10.877535497999816}
{"stage": "qwen_agent_a", "completed": 522, "tokens": 239, "seconds": 11.0585557039999}
{"stage": "qwen_agent_a", "completed": 523, "tokens": 212, "seconds": 9.725887159999957}
{"stage": "qwen_agent_a", "completed": 524, "tokens": 166, "seconds": 7.632949992000022}
{"stage": "qwen_agent_a", "completed": 525, "tokens": 232, "seconds": 10.739113925000083}
{"stage": "qwen_agent_a", "completed": 526, "tokens": 170, "seconds": 7.798989426000162}
{"stage": "qwen_agent_a", "completed": 527, "tokens": 168, "seconds": 7.701736199000152}
{"stage": "qwen_agent_a", "completed": 528, "tokens": 168, "seconds": 7.7115328590000445}
{"stage": "qwen_agent_a", "completed": 529, "tokens": 209, "seconds": 9.657334913000113}
{"stage": "qwen_agent_a", "completed": 530, "tokens": 168, "seconds": 7.773882389999926}
{"stage": "qwen_agent_a", "completed": 531, "tokens": 210, "seconds": 9.730514303999826}
{"stage": "qwen_agent_a", "completed": 532, "tokens": 205, "seconds": 9.495380162000174}
{"stage": "qwen_agent_a", "completed": 533, "tokens": 194, "seconds": 8.997295045999863}
{"stage": "qwen_agent_a", "completed": 534, "tokens": 170, "seconds": 7.883104373999913}
{"stage": "qwen_agent_a", "completed": 535, "tokens": 205, "seconds": 9.485418989999971}
{"stage": "qwen_agent_a", "completed": 536, "tokens": 207, "seconds": 9.598092503999851}
{"stage": "qwen_agent_a", "completed": 537, "tokens": 171, "seconds": 7.920635031000074}
{"stage": "qwen_agent_a", "completed": 538, "tokens": 234, "seconds": 10.826898333000145}
{"stage": "qwen_agent_a", "completed": 539, "tokens": 209, "seconds": 9.699335690000225}
{"stage": "qwen_agent_a", "completed": 540, "tokens": 196, "seconds": 9.12104271000021}
{"stage": "qwen_agent_a", "completed": 541, "tokens": 208, "seconds": 9.754737573000057}
{"stage": "qwen_agent_a", "completed": 542, "tokens": 169, "seconds": 7.812976453000147}
{"stage": "qwen_agent_a", "completed": 543, "tokens": 241, "seconds": 11.120286108000073}
{"stage": "qwen_agent_a", "completed": 544, "tokens": 168, "seconds": 7.759652458000119}
{"stage": "qwen_agent_a", "completed": 545, "tokens": 209, "seconds": 9.667811733000008}
{"stage": "qwen_agent_a", "completed": 546, "tokens": 203, "seconds": 9.40995127799988}
{"stage": "qwen_agent_a", "completed": 547, "tokens": 264, "seconds": 12.184214737000048}
{"stage": "qwen_agent_a", "completed": 548, "tokens": 199, "seconds": 9.195337607000056}
{"stage": "qwen_agent_a", "completed": 549, "tokens": 208, "seconds": 9.629312544999948}
{"stage": "qwen_agent_a", "completed": 550, "tokens": 196, "seconds": 9.06560357100011}
{"stage": "qwen_agent_a", "completed": 551, "tokens": 172, "seconds": 7.957861937999951}
{"stage": "qwen_agent_a", "completed": 552, "tokens": 167, "seconds": 7.758052748000182}
{"stage": "qwen_agent_a", "completed": 553, "tokens": 196, "seconds": 9.036867999999913}
{"stage": "qwen_agent_a", "completed": 554, "tokens": 208, "seconds": 9.634351146999961}
{"stage": "qwen_agent_a", "completed": 555, "tokens": 168, "seconds": 7.78570006699988}
{"stage": "qwen_agent_a", "completed": 556, "tokens": 167, "seconds": 7.712731264000013}
{"stage": "qwen_agent_a", "completed": 557, "tokens": 171, "seconds": 8.008285967999882}
{"stage": "qwen_agent_a", "completed": 558, "tokens": 194, "seconds": 8.92937325600019}
{"stage": "qwen_agent_a", "completed": 559, "tokens": 205, "seconds": 9.45258287899992}
{"stage": "qwen_agent_a", "completed": 560, "tokens": 204, "seconds": 9.4029191850002}
{"stage": "qwen_agent_a", "completed": 561, "tokens": 204, "seconds": 9.377715703000149}
{"stage": "qwen_agent_a", "completed": 562, "tokens": 209, "seconds": 9.621381208000003}
{"stage": "qwen_agent_a", "completed": 563, "tokens": 235, "seconds": 10.839444314000048}
{"stage": "qwen_agent_a", "completed": 564, "tokens": 242, "seconds": 11.156668701999934}
{"stage": "qwen_agent_a", "completed": 565, "tokens": 197, "seconds": 9.067036124999959}
{"stage": "qwen_agent_a", "completed": 566, "tokens": 166, "seconds": 7.6708729119998225}
{"stage": "qwen_agent_a", "completed": 567, "tokens": 236, "seconds": 10.84749951699996}
{"stage": "qwen_agent_a", "completed": 568, "tokens": 208, "seconds": 9.575914465999858}
{"stage": "qwen_agent_a", "completed": 569, "tokens": 208, "seconds": 9.608790455999952}
{"stage": "qwen_agent_a", "completed": 570, "tokens": 166, "seconds": 7.667786745000058}
{"stage": "qwen_agent_a", "completed": 571, "tokens": 168, "seconds": 7.779155374999846}
{"stage": "qwen_agent_a", "completed": 572, "tokens": 234, "seconds": 10.801251018999892}
{"stage": "qwen_agent_a", "completed": 573, "tokens": 237, "seconds": 11.001150251999888}
{"stage": "qwen_agent_a", "completed": 574, "tokens": 167, "seconds": 7.697734423999918}
{"stage": "qwen_agent_a", "completed": 575, "tokens": 166, "seconds": 7.619127714999877}
{"stage": "qwen_agent_a", "completed": 576, "tokens": 204, "seconds": 9.345457026000076}
{"stage": "qwen_agent_a", "completed": 577, "tokens": 168, "seconds": 7.731439776000116}
{"stage": "qwen_agent_a", "completed": 578, "tokens": 165, "seconds": 7.57610446700005}
{"stage": "qwen_agent_a", "completed": 579, "tokens": 208, "seconds": 9.574913744000014}
{"stage": "qwen_agent_a", "completed": 580, "tokens": 168, "seconds": 7.732181815000104}
{"stage": "qwen_agent_a", "completed": 581, "tokens": 208, "seconds": 9.525556498000014}
{"stage": "qwen_agent_a", "completed": 582, "tokens": 167, "seconds": 7.669462135999993}
{"stage": "qwen_agent_a", "completed": 583, "tokens": 195, "seconds": 8.954361474000052}
{"stage": "qwen_agent_a", "completed": 584, "tokens": 232, "seconds": 10.649795625000024}
{"stage": "qwen_agent_a", "completed": 585, "tokens": 207, "seconds": 9.517024226999865}
{"stage": "qwen_agent_a", "completed": 586, "tokens": 171, "seconds": 7.860627257000033}
{"stage": "qwen_agent_a", "completed": 587, "tokens": 200, "seconds": 9.1884854299999}
{"stage": "qwen_agent_a", "completed": 588, "tokens": 209, "seconds": 9.584982376000198}
{"stage": "qwen_agent_a", "completed": 589, "tokens": 170, "seconds": 7.828022336999993}
{"stage": "qwen_agent_a", "completed": 590, "tokens": 168, "seconds": 7.838904903999946}
{"stage": "qwen_agent_a", "completed": 591, "tokens": 233, "seconds": 10.679897126000014}
{"stage": "qwen_agent_a", "completed": 592, "tokens": 198, "seconds": 9.085356114000206}
{"stage": "qwen_agent_a", "completed": 593, "tokens": 168, "seconds": 7.734739685000022}
{"stage": "qwen_agent_a", "completed": 594, "tokens": 167, "seconds": 7.673839050999959}
{"stage": "qwen_agent_a", "completed": 595, "tokens": 239, "seconds": 10.949223669000048}
{"stage": "qwen_agent_a", "completed": 596, "tokens": 167, "seconds": 7.673918692999905}
{"stage": "qwen_agent_a", "completed": 597, "tokens": 208, "seconds": 9.56238912899994}
{"stage": "qwen_agent_a", "completed": 598, "tokens": 207, "seconds": 9.518456452999999}
{"stage": "qwen_agent_a", "completed": 599, "tokens": 206, "seconds": 9.468055345000039}
{"stage": "qwen_agent_a", "completed": 600, "tokens": 210, "seconds": 9.650799252999832}
{"stage": "qwen_agent_a", "completed": 601, "tokens": 208, "seconds": 9.55267732099992}
{"stage": "qwen_agent_a", "completed": 602, "tokens": 167, "seconds": 7.8017901989999245}
{"stage": "qwen_agent_a", "completed": 603, "tokens": 169, "seconds": 7.8285466040001666}
{"stage": "qwen_agent_a", "completed": 604, "tokens": 204, "seconds": 9.530898142999831}
{"stage": "qwen_agent_a", "completed": 605, "tokens": 198, "seconds": 9.19945272699988}
{"stage": "qwen_agent_a", "completed": 606, "tokens": 168, "seconds": 7.993478722000191}
{"stage": "qwen_agent_a", "completed": 607, "tokens": 170, "seconds": 7.854074588999993}
{"stage": "qwen_agent_a", "completed": 608, "tokens": 207, "seconds": 9.697230350000154}
{"stage": "qwen_agent_a", "completed": 609, "tokens": 167, "seconds": 7.7730335860001105}
{"stage": "qwen_agent_a", "completed": 610, "tokens": 170, "seconds": 7.877732081999966}
{"stage": "qwen_agent_a", "completed": 611, "tokens": 210, "seconds": 9.802944000000025}
{"stage": "qwen_agent_a", "completed": 612, "tokens": 232, "seconds": 10.836686038000153}
{"stage": "qwen_agent_a", "completed": 613, "tokens": 210, "seconds": 9.819184880999956}
{"stage": "qwen_agent_a", "completed": 614, "tokens": 166, "seconds": 7.695197410999981}
{"stage": "qwen_agent_a", "completed": 615, "tokens": 166, "seconds": 7.689484379000078}
{"stage": "qwen_agent_a", "completed": 616, "tokens": 210, "seconds": 9.835135627999989}
{"stage": "qwen_agent_a", "completed": 617, "tokens": 167, "seconds": 7.917253984999888}
{"stage": "qwen_agent_a", "completed": 618, "tokens": 207, "seconds": 9.52835889700009}
{"stage": "qwen_agent_a", "completed": 619, "tokens": 208, "seconds": 9.861788640000213}
{"stage": "qwen_agent_a", "completed": 620, "tokens": 168, "seconds": 7.8044546039998295}
{"stage": "qwen_agent_a", "completed": 621, "tokens": 170, "seconds": 7.9608144850003555}
{"stage": "qwen_agent_a", "gate": {"n": 178, "checkpoint_selection_or_early_clean_gate": false}}
