Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 3/3 [00:00<00:00, 56.68it/s]
{"stage": "qwen_human", "completed": 451, "tokens": 167, "seconds": 7.717492656000104}
{"stage": "qwen_human", "completed": 452, "tokens": 168, "seconds": 7.782039152999914}
{"stage": "qwen_human", "completed": 453, "tokens": 208, "seconds": 9.629600897999808}
{"stage": "qwen_human", "completed": 454, "tokens": 196, "seconds": 9.086479381000117}
{"stage": "qwen_human", "completed": 455, "tokens": 207, "seconds": 9.596715212999925}
{"stage": "qwen_human", "completed": 456, "tokens": 209, "seconds": 9.683260278000034}
{"stage": "qwen_human", "completed": 457, "tokens": 204, "seconds": 9.470904697999913}
{"stage": "qwen_human", "completed": 458, "tokens": 208, "seconds": 9.66055187400002}
{"stage": "qwen_human", "completed": 459, "tokens": 241, "seconds": 11.192774955999994}
{"stage": "qwen_human", "completed": 460, "tokens": 168, "seconds": 7.834443102000023}
{"stage": "qwen_human", "completed": 461, "tokens": 169, "seconds": 7.868606794000016}
{"stage": "qwen_human", "completed": 462, "tokens": 169, "seconds": 7.866868489000126}
{"stage": "qwen_human", "completed": 463, "tokens": 206, "seconds": 9.565757220000023}
{"stage": "qwen_human", "completed": 464, "tokens": 210, "seconds": 9.761567885000204}
{"stage": "qwen_human", "completed": 465, "tokens": 204, "seconds": 9.563769131000072}
{"stage": "qwen_human", "completed": 466, "tokens": 197, "seconds": 9.1299763479999}
{"stage": "qwen_human", "completed": 467, "tokens": 168, "seconds": 7.781935851000071}
{"stage": "qwen_human", "completed": 468, "tokens": 206, "seconds": 9.533751099000028}
{"stage": "qwen_human", "completed": 469, "tokens": 129, "seconds": 5.971063024999921}
{"stage": "qwen_human", "completed": 470, "tokens": 204, "seconds": 9.465944383000078}
{"stage": "qwen_human", "completed": 471, "tokens": 206, "seconds": 9.568300336999982}
{"stage": "qwen_human", "completed": 472, "tokens": 205, "seconds": 9.603797647999954}
{"stage": "qwen_human", "completed": 473, "tokens": 241, "seconds": 11.292875654999989}
{"stage": "qwen_human", "completed": 474, "tokens": 168, "seconds": 7.849249329000031}
{"stage": "qwen_human", "completed": 475, "tokens": 208, "seconds": 9.668401028000062}
{"stage": "qwen_human", "completed": 476, "tokens": 167, "seconds": 7.758687508999856}
{"stage": "qwen_human", "completed": 477, "tokens": 233, "seconds": 10.828886140000122}
{"stage": "qwen_human", "completed": 478, "tokens": 159, "seconds": 7.389891970999997}
{"stage": "qwen_human", "completed": 479, "tokens": 206, "seconds": 9.53409861099999}
{"stage": "qwen_human", "completed": 480, "tokens": 169, "seconds": 7.839345891999983}
{"stage": "qwen_human", "completed": 481, "tokens": 166, "seconds": 7.849150745000088}
{"stage": "qwen_human", "completed": 482, "tokens": 166, "seconds": 7.704941967999957}
{"stage": "qwen_human", "completed": 483, "tokens": 208, "seconds": 9.652102404000061}
{"stage": "qwen_human", "completed": 484, "tokens": 171, "seconds": 7.950972370000045}
{"stage": "qwen_human", "completed": 485, "tokens": 170, "seconds": 7.882763227999931}
{"stage": "qwen_human", "completed": 486, "tokens": 234, "seconds": 10.847559062000073}
{"stage": "qwen_human", "completed": 487, "tokens": 170, "seconds": 7.883402767999996}
{"stage": "qwen_human", "completed": 488, "tokens": 167, "seconds": 7.753418849999889}
{"stage": "qwen_human", "completed": 489, "tokens": 168, "seconds": 7.801477876000035}
{"stage": "qwen_human", "completed": 490, "tokens": 231, "seconds": 10.707066078000025}
{"stage": "qwen_human", "completed": 491, "tokens": 206, "seconds": 9.545502588999852}
{"stage": "qwen_human", "completed": 492, "tokens": 201, "seconds": 9.302033203000065}
{"stage": "qwen_human", "completed": 493, "tokens": 198, "seconds": 9.183897958999978}
{"stage": "qwen_human", "completed": 494, "tokens": 209, "seconds": 9.678184451000106}
{"stage": "qwen_human", "completed": 495, "tokens": 168, "seconds": 7.784551273000034}
{"stage": "qwen_human", "completed": 496, "tokens": 167, "seconds": 7.769299950000004}
{"stage": "qwen_human", "completed": 497, "tokens": 167, "seconds": 7.750169160000041}
{"stage": "qwen_human", "completed": 498, "tokens": 166, "seconds": 7.8237816289999955}
{"stage": "qwen_human", "completed": 499, "tokens": 210, "seconds": 9.709502229000009}
{"stage": "qwen_human", "gate": {"n": 150, "checkpoint_selection_or_early_clean_gate": false}}
